Data1 Data2 Data3
3.659933747999999820e+00 nan 2.070486730999999914e+00
3.047324081000000184e+00 nan 2.182495927000000169e+00
3.538525209999999976e+00 nan 1.978372645999999957e+00
4.234559964999999870e+00 nan 1.902008335999999966e+00
4.019926214999999914e+00 nan 1.710944368000000049e+00
3.479319675999999806e+00 nan 1.899546277000000005e+00
4.225204962000000286e+00 nan 1.828213901000000030e+00
4.271014590000000055e+00 nan 1.745298994999999964e+00
3.783507528999999980e+00 nan 2.046319260999999834e+00
4.815329192000000091e+00 nan 2.569865996999999957e+00
5.084335339999999981e+00 nan 2.099615578000000315e+00
3.891637447999999999e+00 nan 3.637081177000000221e+00
3.773883877999999914e+00 nan 2.888886775000000018e+00
2.970707276999999813e+00 nan 2.861880363000000038e+00
1.044455989999999890e+00 nan 2.791810900999999845e+00
1.703538814999999929e+00 nan 3.577175708999999593e+00
2.614439017000000032e+00 nan 3.234190499999999968e+00
1.978175095999999966e+00 nan 4.091124332999999780e+00
2.018311254999999971e+00 nan 2.994913362000000134e+00
1.876208284999999920e+00 nan 3.392971606999999779e+00
2.104893348000000053e+00 nan 2.369172236999999903e+00
1.611133388999999916e+00 nan 2.960576244999999940e+00
7.068026640000000249e-01 nan 2.200351411999999840e+00
2.031959339000000142e+00 nan 3.513412148000000013e+00
1.827352727000000066e+00 nan 4.109365166999999985e+00
1.113589718000000062e+00 nan 3.279793753000000311e+00
2.198245011000000027e+00 nan 3.116134472000000155e+00
2.737457014999999938e+00 nan 3.594250173999999909e+00
1.714402683000000094e+00 nan nan
1.488620528000000220e+00 nan nan
2.763575029000000072e+00 nan nan
1.323310178999999920e+00 nan nan
1.680567748999999944e+00 nan nan
1.996809226000000104e+00 nan nan
1.896811562999999978e+00 nan nan
1.579237454000000040e+00 nan nan
2.297158827000000070e+00 nan nan
1.423779931999999970e+00 nan nan
3.510834673000000183e+00 nan nan
3.182894639000000137e+00 nan nan
2.034074735999999994e+00 nan nan
1.509347379000000045e+00 nan nan
1.702471250000000103e+00 nan nan
1.612515488000000108e+00 nan nan
2.057554318000000215e+00 nan nan
2.013657201000000008e+00 nan nan
1.739259423000000027e+00 nan nan
1.857900039000000003e+00 nan nan
2.867041169999999806e+00 nan nan
1.971273827000000090e+00 nan nan
1.215911522999999939e+00 nan nan
2.298666159999999792e+00 nan nan
2.310700476000000059e+00 nan nan
2.199376292000000177e+00 nan nan
2.147841711999999958e+00 nan nan
1.735891523999999908e+00 nan nan
2.495121029999999962e+00 nan nan
1.369920613999999981e+00 nan nan
1.512484170000000017e+00 nan nan
1.660529895999999894e+00 nan nan
1.143537350999999980e+00 nan nan
2.357523907000000030e+00 nan nan
2.031960327999999816e+00 nan nan
1.851763121999999928e+00 nan nan
2.663371977999999807e+00 nan nan
1.060251502999999929e+00 nan nan
1.879051876999999982e+00 nan nan
2.059464254999999966e+00 nan nan
2.096401555999999999e+00 nan nan
3.087369001000000335e+00 nan nan
7.318918209999999425e-01 nan nan
1.414882101999999975e+00 nan nan
1.506957661999999809e+00 nan nan
2.114781799000000184e+00 nan nan
1.991256216000000023e+00 nan nan
1.449999245000000103e+00 nan nan
1.892282801999999986e+00 nan nan
1.539999024000000105e+00 nan nan
2.454319466999999921e+00 nan nan
1.063192917999999931e+00 nan nan
1.443254674000000071e+00 nan nan
2.125400366000000041e+00 nan nan
2.339798769000000167e+00 nan nan
1.397137689000000016e+00 nan nan
1.988919600000000010e+00 nan nan
2.954536583000000327e+00 nan nan
2.026104635999999903e+00 nan nan
1.139455861999999930e+00 nan nan
1.827464095999999927e+00 nan nan
1.679344435999999829e+00 nan nan
1.187997203999999973e+00 nan nan
1.977138857999999999e+00 nan nan
2.509094111000000016e+00 nan nan
2.129130501000000120e+00 nan nan
1.688385335999999848e+00 nan nan
1.513787943000000080e+00 nan nan
1.889594532000000049e+00 nan nan
2.814281888000000009e+00 nan nan
2.239156727000000124e+00 nan nan
2.321366465000000101e+00 nan nan
2.965814824999999821e+00 nan nan
2.109517159000000142e+00 nan nan
1.856955445000000093e+00 nan nan
2.481082670999999795e+00 nan nan
2.340383474999999880e+00 nan nan
6.286468259999999919e-01 nan nan
1.081289581999999916e+00 nan nan
6.813293420000000600e-01 nan nan
1.860488262999999920e+00 nan nan
1.280621521000000040e+00 nan nan
1.256137150000000036e+00 nan nan
5.198067700000000291e-02 nan nan
2.035814334999999975e+00 nan nan
5.595557349999999985e-01 nan nan
